vendedor,precio,habitaciones,metros,planta,garage,ascensor,ubicacion,numero_planta,valor_garage,precio_total
Particular,110000,1,38,Bajo interior sin ascensor,False,False,Interior,0.0,0,110000
Agencia,785000,1,81,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,785000
Agencia,450000,1,75,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,450000
Particular,990000,1,70,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,990000
Particular,350000,1,50,Bajo interior sin ascensor,False,False,Interior,0.0,0,350000
Particular,465000,1,37,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,465000
Particular,198500,1,56,Bajo exterior con ascensor,False,True,Exterior,0.0,0,198500
Particular,265000,1,55,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,265000
Particular,165000,1,45,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,165000
Particular,399000,1,50,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,399000
Particular,159000,1,40,Bajo interior sin ascensor,False,False,Interior,0.0,0,159000
Particular,300000,1,56,Bajo interior sin ascensor,False,False,Interior,0.0,0,300000
Particular,230000,1,48,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,230000
Particular,320000,1,50,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,320000
Particular,698000,1,76,Planta 10ª exterior con ascensor,False,True,Exterior,10.0,0,698000
Particular,480000,1,62,exterior sin ascensor,False,False,Exterior,,0,480000
Agencia,190000,1,50,Entreplanta exterior con ascensor,True,True,Exterior,0.0,0,190000
Particular,445000,1,62,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,35000,480000
Particular,208000,1,49,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,208000
Particular,525000,1,85,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,525000
Agencia,220000,1,40,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,220000
Particular,442900,1,61,Bajo exterior con ascensor,False,True,Exterior,0.0,0,442900
Agencia,239000,1,35,Bajo exterior con ascensor,False,True,Exterior,0.0,0,239000
Particular,589000,1,62,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,589000
Particular,480000,1,92,Bajo exterior con ascensor,False,True,Exterior,0.0,0,480000
Particular,450000,1,57,Planta 9ª exterior con ascensor,False,True,Exterior,9.0,0,450000
Particular,360000,1,56,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,360000
Particular,330000,1,44,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,330000
Agencia,499000,1,65,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,499000
Agencia,279000,1,39,exterior sin ascensor,False,False,Exterior,,0,279000
Agencia,380000,1,95,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,380000
Agencia,695000,1,63,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,695000
Agencia,425000,1,61,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,425000
Agencia,480000,1,54,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,480000
Particular,325000,1,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,325000
Agencia,340000,1,68,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,340000
Particular,498000,1,73,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,498000
Particular,190000,1,40,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,190000
Particular,699950,1,84,Bajo interior con ascensor,False,True,Interior,0.0,0,699950
Agencia,700000,1,65,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,700000
Agencia,419900,1,50,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,419900
Particular,459000,1,60,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,459000
Agencia,389000,1,43,Planta 5ª interior sin ascensor,False,False,Interior,5.0,0,389000
Particular,249000,1,59,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,249000
Agencia,680000,1,51,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,680000
Agencia,139900,1,26,Bajo interior sin ascensor,False,False,Interior,0.0,0,139900
Agencia,578000,1,67,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,578000
Particular,258000,1,40,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,258000
Agencia,695000,1,79,interior con ascensor,False,True,Interior,,0,695000
Agencia,289000,1,48,Bajo interior con ascensor,False,True,Interior,0.0,0,289000
Particular,410000,1,60,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,410000
Agencia,470000,1,63,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,470000
Agencia,499900,1,80,Semi-sótano exterior con ascensor,False,True,Exterior,,0,499900
Agencia,330000,1,44,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,330000
Agencia,380000,1,59,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,380000
Agencia,279000,1,64,Bajo interior con ascensor,False,True,Interior,0.0,0,279000
Agencia,105000,1,25,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,105000
Agencia,220000,1,34,exterior sin ascensor,False,False,Exterior,,0,220000
Particular,196000,1,34,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,196000
Agencia,105000,1,23,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,105000
Agencia,230000,1,38,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,230000
Particular,228000,1,32,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,228000
Particular,240000,1,46,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,240000
Agencia,299000,1,50,Bajo interior sin ascensor,False,False,Interior,0.0,0,299000
Particular,479000,1,67,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,479000
Particular,390000,1,40,Bajo exterior con ascensor,False,True,Exterior,0.0,0,390000
Agencia,335000,1,62,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,335000
Particular,550000,1,72,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,550000
Agencia,190000,1,53,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,190000
Particular,635000,1,64,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,635000
Agencia,235000,1,30,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,235000
Agencia,245000,1,48,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,245000
Particular,740000,1,59,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,740000
Particular,390000,1,35,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,390000
Particular,143000,1,30,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,143000
Particular,480000,1,72,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,480000
Agencia,518000,1,58,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,518000
Particular,815000,1,74,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,815000
Agencia,160000,1,28,Bajo interior sin ascensor,False,False,Interior,0.0,0,160000
Agencia,386000,1,46,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,386000
Agencia,510000,1,43,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,510000
Agencia,175000,1,35,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,175000
Particular,295000,1,49,Planta 5ª interior sin ascensor,False,False,Interior,5.0,0,295000
Particular,255000,1,40,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,255000
Particular,237926,1,63,Bajo exterior con ascensor,True,True,Exterior,0.0,20000,257926
Particular,293862,1,77,exterior con ascensor,True,True,Exterior,,20000,313862
Particular,301351,1,79,exterior con ascensor,True,True,Exterior,,20000,321351
Agencia,190000,1,35,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,190000
Agencia,310000,1,79,Bajo exterior con ascensor,True,True,Exterior,0.0,0,310000
Agencia,185000,1,36,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,185000
Agencia,395000,1,53,Bajo interior con ascensor,False,True,Interior,0.0,0,395000
Agencia,269000,1,114,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,269000
Agencia,445000,1,66,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,445000
Agencia,398900,1,44,Planta 6ª interior con ascensor,False,True,Interior,6.0,0,398900
Agencia,398900,1,44,Planta 6ª interior con ascensor,False,True,Interior,6.0,0,398900
Agencia,515000,1,46,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,515000
Agencia,247000,1,37,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,247000
Particular,240000,1,63,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,240000
Particular,350351,1,65,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,350351
Particular,475000,1,58,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,475000
Particular,320000,1,40,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,320000
Particular,350000,1,64,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,350000
Agencia,398000,1,54,Bajo exterior con ascensor,False,True,Exterior,0.0,0,398000
Particular,294500,1,74,sin ascensor,False,False,No especificado,,0,294500
Particular,173000,1,49,sin ascensor,False,False,No especificado,,0,173000
Particular,110000,1,27,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,110000
Particular,130300,1,52,Planta 1ª sin ascensor,False,False,No especificado,1.0,0,130300
Agencia,399000,1,53,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,399000
Particular,160000,1,31,Bajo exterior con ascensor,False,True,Exterior,0.0,0,160000
Particular,770000,1,74,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,770000
Particular,250000,1,56,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,250000
Agencia,395000,1,53,Bajo interior con ascensor,False,True,Interior,0.0,0,395000
Agencia,197000,1,26,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,197000
Particular,340000,1,60,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,340000
Particular,330000,1,63,Planta 3ª con ascensor,False,True,No especificado,3.0,0,330000
Agencia,247000,1,37,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,247000
Agencia,198000,1,48,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,198000
Agencia,250000,1,51,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,250000
Particular,379000,1,66,Bajo interior sin ascensor,False,False,Interior,0.0,0,379000
Particular,406395,1,59,Planta 1ª interior con ascensor,True,True,Interior,1.0,0,406395
Agencia,247000,1,37,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,247000
Agencia,445000,1,57,Bajo exterior con ascensor,True,True,Exterior,0.0,0,445000
Particular,480000,1,92,Semi-sótano exterior con ascensor,False,True,Exterior,,0,480000
Particular,290000,1,76,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,290000
Particular,500000,1,45,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,500000
Agencia,155000,1,18,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,155000
Particular,142030,1,57,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,142030
Particular,370000,1,67,Bajo exterior con ascensor,False,True,Exterior,0.0,0,370000
Agencia,535000,1,67,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,535000
Particular,225000,1,45,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,225000
Particular,415000,1,47,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,415000
Particular,195000,1,57,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,195000
Particular,310000,1,30,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,310000
Agencia,495000,1,32,exterior con ascensor,False,True,Exterior,,0,495000
Particular,160000,1,30,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,160000
Agencia,729000,1,71,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,729000
Particular,398000,1,45,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,398000
Agencia,247000,1,37,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,247000
Particular,419900,1,49,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,419900
Particular,595000,1,79,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,20000,615000
Agencia,595000,1,68,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,595000
Particular,510000,1,56,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,510000
Particular,330000,1,32,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,330000
Agencia,468000,1,74,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,468000
Particular,450000,1,68,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,450000
Agencia,330000,1,61,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,330000
Agencia,150000,1,27,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,150000
Agencia,235000,1,52,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,235000
Agencia,360000,1,42,Planta 4ª interior sin ascensor,False,False,Interior,4.0,0,360000
Particular,255000,1,65,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,255000
Particular,145000,1,39,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,145000
Particular,660000,1,62,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,65000,725000
Particular,699950,1,84,Bajo interior con ascensor,False,True,Interior,0.0,0,699950
Agencia,890000,1,98,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,890000
Particular,580000,1,78,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,580000
Particular,297000,1,57,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,297000
Particular,199000,1,23,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,199000
Particular,1100000,1,101,Planta 6ª interior con ascensor,True,True,Interior,6.0,0,1100000
Agencia,185000,1,42,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,185000
Particular,560000,1,150,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,560000
Agencia,549999,1,59,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,549999
Agencia,235000,1,37,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,235000
Agencia,219000,1,38,Bajo interior con ascensor,False,True,Interior,0.0,0,219000
Particular,1080000,1,55,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1080000
Agencia,875000,1,54,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,875000
Agencia,599000,1,77,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,599000
Particular,600000,1,75,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,600000
Particular,179000,1,28,Sótano exterior sin ascensor,False,False,Exterior,,0,179000
Agencia,450000,1,63,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,450000
Agencia,200000,1,36,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,200000
Agencia,370000,1,50,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,370000
Particular,199000,1,50,Semi-sótano interior con ascensor,False,True,Interior,,0,199000
Agencia,310000,1,56,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,310000
Particular,365000,1,79,Semi-sótano exterior con ascensor,False,True,Exterior,,0,365000
Particular,649000,1,53,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,649000
Particular,730000,1,57,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,730000
Particular,980000,1,113,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,980000
Particular,160000,1,45,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,160000
Agencia,395000,1,53,Bajo interior con ascensor,False,True,Interior,0.0,0,395000
Agencia,260000,1,63,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,260000
Particular,239000,1,55,Planta 3ª con ascensor,True,True,No especificado,3.0,0,239000
Particular,72000,1,18,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,72000
Agencia,105000,1,24,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,105000
Agencia,175000,1,34,Bajo interior sin ascensor,False,False,Interior,0.0,0,175000
Agencia,104000,1,50,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,104000
Agencia,925000,1,167,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,925000
Particular,458000,1,70,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,458000
Agencia,129000,1,17,Bajo interior sin ascensor,False,False,Interior,0.0,0,129000
Particular,245000,1,25,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,245000
Particular,245000,1,25,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,245000
Particular,255000,1,23,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,255000
Particular,730000,1,128,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,730000
Agencia,275000,1,79,Bajo exterior con ascensor,True,True,Exterior,0.0,0,275000
Agencia,330000,1,104,Bajo exterior con ascensor,False,True,Exterior,0.0,0,330000
Agencia,290000,1,90,Bajo exterior con ascensor,False,True,Exterior,0.0,0,290000
Agencia,330000,1,102,Bajo exterior con ascensor,False,True,Exterior,0.0,0,330000
Agencia,250000,1,29,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,250000
Particular,295000,1,127,Planta 5ª con ascensor,False,True,No especificado,5.0,0,295000
Particular,185000,1,29,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,185000
